,logit,prediction,sentiment_score,Date
4674,[0.09103013 0.0122021  0.8967678 ],neutral,0.07882803,2019-10-21 15:05:00
4675,[0.11997586 0.01308722 0.8669369 ],neutral,0.106888644,2019-10-21 14:56:00
4676,[0.03213045 0.12196128 0.8459082 ],neutral,-0.08983083,2019-10-21 11:11:44
4677,[0.79825944 0.01480228 0.1869383 ],positive,0.78345716,2019-10-21 10:45:51
4678,[0.5416565  0.02477657 0.43356696],positive,0.5168799,2019-10-21 10:31:03
4679,[0.07778702 0.84168667 0.08052628],negative,-0.7638996,2019-10-21 09:00:14
4680,[0.44779745 0.00920351 0.542999  ],neutral,0.43859392,2019-10-21 09:00:04
4681,[0.75499654 0.0081361  0.23686735],positive,0.74686044,2019-10-21 09:00:01
4682,[0.36172274 0.08311883 0.55515844],neutral,0.2786039,2019-10-21 09:00:00
4683,[0.10151484 0.02364062 0.87484455],neutral,0.07787421,2019-10-21 08:58:00
4684,[0.04050509 0.02920086 0.930294  ],neutral,0.011304224,2019-10-21 08:35:43
4685,[0.1729999  0.05341957 0.7735805 ],neutral,0.11958033,2019-10-21 07:50:00
4686,[0.9417826  0.02673678 0.03148066],positive,0.9150458,2019-10-18 19:38:00
4687,[0.8349832  0.00644454 0.15857218],positive,0.82853866,2019-10-18 14:49:59
4688,[0.56098    0.03871297 0.400307  ],positive,0.52226704,2019-10-18 12:39:46
4689,[0.14293389 0.24098681 0.61607933],neutral,-0.09805292,2019-10-18 12:00:00
4690,[0.9189872  0.01105997 0.0699528 ],positive,0.9079272,2019-10-18 11:58:15
4691,[0.41652745 0.18247129 0.40100121],positive,0.23405616,2019-10-18 07:40:45
4692,[0.17474    0.03279771 0.7924623 ],neutral,0.14194229,2019-10-18 07:00:00
4693,[0.26447532 0.00962479 0.7258999 ],neutral,0.25485054,2019-10-17 20:09:00
4694,[0.66616493 0.0090027  0.32483235],positive,0.65716225,2019-10-17 16:20:00
4695,[0.9520631  0.02029342 0.02764348],positive,0.93176967,2019-10-17 11:44:55
4696,[0.7613119  0.01210199 0.22658618],positive,0.7492099,2019-10-17 11:29:29
4697,[0.06144608 0.15721957 0.78133434],neutral,-0.09577349,2019-10-17 08:00:00
4698,[0.05268036 0.03041933 0.9169003 ],neutral,0.022261031,2019-10-17 05:00:09
4699,[0.01522935 0.9579487  0.02682201],negative,-0.94271934,2019-10-17 03:00:25
4700,[0.27198517 0.01057649 0.7174384 ],neutral,0.2614087,2019-10-17 00:01:18
4701,[0.1348409  0.01217655 0.8529826 ],neutral,0.12266436,2019-10-16 20:14:46
4702,[0.04776933 0.0386474  0.9135832 ],neutral,0.009121932,2019-10-16 15:39:28
4703,[0.6623319  0.00826652 0.32940155],positive,0.6540654,2019-10-16 15:13:46
4704,[0.1083682  0.02627476 0.865357  ],neutral,0.08209345,2019-10-16 12:17:00
4705,[0.20670807 0.00819572 0.78509617],neutral,0.19851236,2019-10-16 12:12:31
4706,[0.37222284 0.06653669 0.56124043],neutral,0.30568615,2019-10-16 11:36:00
4707,[0.24919882 0.0106888  0.7401124 ],neutral,0.23851003,2019-10-16 11:25:00
4708,[0.90325403 0.00711116 0.08963482],positive,0.8961429,2019-10-16 11:23:00
4709,[0.40565157 0.00989365 0.5844548 ],neutral,0.3957579,2019-10-16 11:04:59
4710,[0.6696358 0.0085493 0.3218149],positive,0.6610865,2019-10-16 11:03:00
4711,[0.18742852 0.00871135 0.80386007],neutral,0.17871717,2019-10-16 09:38:31
4712,[0.2538665  0.03227016 0.7138634 ],neutral,0.22159633,2019-10-16 08:45:00
4713,[0.06373181 0.01196206 0.92430615],neutral,0.051769752,2019-10-16 03:00:29
4714,[0.4089675  0.48616922 0.10486328],negative,-0.077201724,2019-10-16 02:30:00
4715,[0.08134681 0.08409996 0.8345532 ],neutral,-0.0027531534,2019-10-15 22:00:34
4716,[0.03483091 0.0180978  0.94707125],neutral,0.016733114,2019-10-15 19:39:06
4717,[0.0237995  0.6630106  0.31318995],negative,-0.6392111,2019-10-15 18:27:02
4718,[0.26452324 0.01442394 0.7210529 ],neutral,0.2500993,2019-10-15 18:01:28
4719,[0.01881494 0.9556203  0.02556477],negative,-0.93680537,2019-10-15 17:37:08
4720,[0.12501596 0.0107978  0.8641862 ],neutral,0.11421816,2019-10-15 16:47:00
4721,[0.7482477  0.01221575 0.23953651],positive,0.73603195,2019-10-15 16:46:58
4722,[0.05510909 0.03151343 0.9133775 ],neutral,0.023595657,2019-10-15 15:53:25
4723,[0.66334563 0.01020368 0.32645065],positive,0.653142,2019-10-15 15:28:00
4724,[0.12978694 0.01232038 0.8578927 ],neutral,0.11746656,2019-10-15 15:25:52
4725,[0.09617848 0.01821252 0.885609  ],neutral,0.07796596,2019-10-15 15:25:16
4726,[0.3186639  0.01891705 0.6624191 ],neutral,0.29974684,2019-10-15 14:47:00
4727,[0.0783048  0.01233341 0.9093618 ],neutral,0.0659714,2019-10-15 14:33:55
4728,[0.4403814  0.01024853 0.54937005],neutral,0.4301329,2019-10-15 14:23:26
4729,[0.59838456 0.01268185 0.38893357],positive,0.5857027,2019-10-15 14:02:51
4730,[0.10638327 0.01594977 0.87766695],neutral,0.09043351,2019-10-15 13:26:48
4731,[0.078778   0.01436734 0.9068547 ],neutral,0.064410664,2019-10-15 12:53:38
4732,[0.5879725 0.3843474 0.0276801],positive,0.20362511,2019-10-15 12:50:06
4733,[0.07595255 0.79600286 0.1280446 ],negative,-0.72005033,2019-10-15 12:24:42
4734,[0.05981748 0.0280409  0.9121416 ],neutral,0.03177658,2019-10-15 12:04:45
4735,[0.78025854 0.00828108 0.21146041],positive,0.7719775,2019-10-15 11:55:46
4736,[0.2691618  0.00817845 0.7226597 ],neutral,0.26098335,2019-10-15 11:36:48
4737,[0.10854346 0.01285652 0.87860006],neutral,0.095686935,2019-10-15 11:20:04
4738,[0.0423757 0.705519  0.2521053],negative,-0.66314334,2019-10-15 11:19:15
4739,[0.81624764 0.06999203 0.11376027],positive,0.74625564,2019-10-15 11:00:09
4740,[0.47860417 0.01059961 0.5107962 ],neutral,0.46800455,2019-10-15 10:44:39
4741,[0.11328565 0.26328444 0.6234299 ],neutral,-0.14999878,2019-10-15 10:43:34
4742,[0.8518421  0.00935401 0.13880387],positive,0.8424881,2019-10-15 10:41:50
4743,[0.57664853 0.01111873 0.41223276],positive,0.5655298,2019-10-15 10:33:54
4744,[0.77045953 0.00695534 0.22258514],positive,0.7635042,2019-10-15 10:28:00
4745,[0.04604986 0.40738684 0.54656327],neutral,-0.36133698,2019-10-15 10:15:32
4746,[0.58074266 0.01085775 0.40839958],positive,0.5698849,2019-10-15 07:01:41
4747,[0.3790127  0.01502502 0.6059622 ],neutral,0.36398768,2019-10-15 06:33:31
4748,[0.57687086 0.01286611 0.41026303],positive,0.5640047,2019-10-15 06:23:22
4749,[0.3807594  0.01128811 0.60795254],neutral,0.36947128,2019-10-14 14:48:00
4750,[0.17033903 0.14864762 0.68101335],neutral,0.021691412,2019-10-14 12:50:50
4751,[0.70387536 0.00876021 0.2873644 ],positive,0.69511515,2019-10-14 12:00:21
4752,[0.04218158 0.02400019 0.9338183 ],neutral,0.018181391,2019-10-14 08:15:00
4753,[0.02662599 0.48217204 0.491202  ],neutral,-0.45554605,2019-10-13 12:45:57
4754,[0.07835267 0.01360455 0.9080428 ],neutral,0.064748116,2019-10-12 15:28:28
4755,[0.08823076 0.018078   0.89369124],neutral,0.07015276,2019-10-11 14:24:00
4756,[0.9507775  0.01322334 0.03599915],positive,0.9375541,2019-10-11 12:51:00
4757,[0.7520867  0.00728034 0.24063301],positive,0.74480635,2019-10-11 11:26:11
4758,[0.10106223 0.08720002 0.8117377 ],neutral,0.013862215,2019-10-11 10:51:54
4759,[0.48912665 0.13179468 0.37907875],positive,0.357332,2019-10-11 09:57:00
4760,[0.8833663  0.00825379 0.10837989],positive,0.8751125,2019-10-11 08:00:11
4761,[0.01150026 0.9007733  0.08772647],negative,-0.88927305,2019-10-11 04:59:48
4762,[0.1035132  0.01238642 0.8841004 ],neutral,0.09112677,2019-10-11 03:50:33
4763,[0.2927541  0.3962111  0.31103483],negative,-0.103456974,2019-10-10 20:16:21
4764,[0.03795223 0.0211349  0.94091284],neutral,0.016817331,2019-10-10 18:27:00
4765,[0.03478486 0.07630395 0.8889112 ],neutral,-0.04151909,2019-10-10 15:08:00
4766,[0.26182744 0.00747305 0.7306996 ],neutral,0.2543544,2019-10-10 14:54:31
4767,[0.13233906 0.01060109 0.8570599 ],neutral,0.12173797,2019-10-10 13:20:57
4768,[0.736493   0.00854397 0.2549631 ],positive,0.727949,2019-10-10 12:42:00
4769,[0.95282    0.02526938 0.02191069],positive,0.9275506,2019-10-10 12:37:28
4770,[0.11031771 0.01361019 0.87607217],neutral,0.09670753,2019-10-10 12:07:16
4771,[0.04176193 0.19913498 0.75910306],neutral,-0.15737304,2019-10-10 07:20:29
4772,[0.05133343 0.02969052 0.918976  ],neutral,0.021642914,2019-10-10 06:00:04
4773,[0.15034522 0.01658602 0.8330688 ],neutral,0.1337592,2019-10-10 03:00:08
4774,[0.0277554  0.04729082 0.9249538 ],neutral,-0.019535428,2019-10-09 23:46:47
4775,[0.03463831 0.07118523 0.8941764 ],neutral,-0.03654692,2019-10-09 18:38:07
4776,[0.01010966 0.9719249  0.01796543],negative,-0.96181524,2019-10-09 16:24:44
4777,[0.11668871 0.01290989 0.8704014 ],neutral,0.10377882,2019-10-09 14:28:29
4778,[0.10290345 0.01300922 0.8840873 ],neutral,0.08989423,2019-10-09 13:02:00
4779,[0.05603932 0.07281998 0.8711407 ],neutral,-0.01678066,2019-10-09 12:10:00
4780,[0.07262502 0.7785671  0.14880791],negative,-0.70594203,2019-10-09 09:17:51
4781,[0.62814295 0.27932474 0.09253239],positive,0.3488182,2019-10-09 06:36:00
4782,[0.46413884 0.01054777 0.5253134 ],neutral,0.45359108,2019-10-09 06:00:00
4783,[0.03760888 0.31222358 0.6501675 ],neutral,-0.2746147,2019-10-08 19:46:46
4784,[0.16956383 0.01445023 0.8159859 ],neutral,0.1551136,2019-10-08 18:27:58
4785,[0.32225233 0.6442818  0.03346592],negative,-0.32202947,2019-10-08 17:45:27
4786,[0.20897678 0.00934815 0.78167504],neutral,0.19962862,2019-10-08 13:50:00
4787,[0.19379583 0.0129095  0.79329467],neutral,0.18088633,2019-10-08 13:42:00
4788,[0.20960717 0.01028057 0.78011227],neutral,0.1993266,2019-10-08 13:04:26
4789,[0.07435665 0.01125086 0.9143925 ],neutral,0.0631058,2019-10-08 12:00:00
4790,[0.56704336 0.00875683 0.4241998 ],positive,0.55828655,2019-10-08 08:46:00
4791,[0.1031457  0.01002337 0.8868309 ],neutral,0.09312233,2019-10-07 18:55:01
4792,[0.16643506 0.10656711 0.7269978 ],neutral,0.059867956,2019-10-07 16:18:03
4793,[0.7785079  0.00828944 0.2132026 ],positive,0.77021843,2019-10-07 13:52:00
4794,[0.17278245 0.00956308 0.81765443],neutral,0.16321938,2019-10-07 13:20:28
4795,[0.41493708 0.00942955 0.5756334 ],neutral,0.40550753,2019-10-07 12:00:00
4796,[0.13489947 0.04958334 0.8155172 ],neutral,0.08531612,2019-10-07 11:04:28
4797,[0.08943318 0.01806399 0.8925028 ],neutral,0.071369186,2019-10-07 08:00:04
4798,[0.02945927 0.12394739 0.8465933 ],neutral,-0.09448812,2019-10-06 15:43:00
4799,[0.13273247 0.00897402 0.85829353],neutral,0.12375845,2019-10-06 12:02:00
4800,[0.7792816  0.00806982 0.21264857],positive,0.7712118,2019-10-04 17:39:53
4801,[0.04435702 0.48672608 0.4689169 ],negative,-0.44236904,2019-10-04 11:06:40
4802,[0.01898567 0.9465568  0.03445762],negative,-0.9275711,2019-10-04 11:03:16
4803,[0.9194028  0.01102984 0.06956742],positive,0.90837294,2019-10-04 04:17:00
4804,[0.86246294 0.01839401 0.11914305],positive,0.84406894,2019-10-04 03:42:42
4805,[0.06659158 0.01614215 0.91726625],neutral,0.05044943,2019-10-03 19:23:00
4806,[0.4771913  0.01682324 0.5059855 ],neutral,0.46036807,2019-10-03 17:49:00
4807,[0.27420878 0.01662584 0.7091654 ],neutral,0.25758293,2019-10-03 15:00:46
4808,[0.1731921  0.02665002 0.8001579 ],neutral,0.14654207,2019-10-03 13:12:06
4809,[0.10414985 0.02901694 0.86683327],neutral,0.075132914,2019-10-03 12:24:39
4810,[0.06965294 0.5627651  0.36758196],negative,-0.49311218,2019-10-03 12:02:00
4811,[0.0179848  0.72200257 0.26001263],negative,-0.70401776,2019-10-03 09:58:57
4812,[0.6143241  0.00902599 0.37664995],positive,0.6052981,2019-10-03 09:48:07
4813,[0.06122293 0.01509944 0.92367756],neutral,0.04612349,2019-10-03 09:22:00
4814,[0.06824782 0.03429523 0.89745694],neutral,0.03395259,2019-10-03 08:54:06
4815,[0.38236308 0.01040961 0.6072274 ],neutral,0.3719535,2019-10-03 06:00:49
4816,[0.09025137 0.032837   0.87691164],neutral,0.05741437,2019-10-02 15:44:44
4817,[0.9281028  0.0176623  0.05423484],positive,0.9104405,2019-10-02 14:36:48
4818,[0.1499437  0.01494065 0.8351156 ],neutral,0.13500305,2019-10-02 11:58:27
4819,[0.22441214 0.54571337 0.2298745 ],negative,-0.32130122,2019-10-02 10:39:44
4820,[0.12655312 0.01100772 0.8624392 ],neutral,0.1155454,2019-10-02 09:27:58
4821,[0.15903232 0.7589306  0.08203708],negative,-0.59989834,2019-10-02 08:51:37
4822,[0.02386435 0.06599685 0.9101388 ],neutral,-0.042132497,2019-10-02 08:30:00
4823,[0.8488303  0.00686644 0.14430325],positive,0.8419638,2019-10-02 08:06:00
4824,[0.7867672  0.00873959 0.20449314],positive,0.7780276,2019-10-02 07:02:00
4825,[0.02646472 0.42712677 0.54640853],neutral,-0.40066206,2019-10-02 06:01:11
4826,[0.01888759 0.15502335 0.826089  ],neutral,-0.13613577,2019-10-02 06:00:09
4827,[0.01867562 0.8676726  0.11365172],negative,-0.848997,2019-10-02 03:05:14
4828,[0.20861298 0.03470671 0.7566803 ],neutral,0.17390627,2019-10-01 14:04:02
4829,[0.06768536 0.01207952 0.92023516],neutral,0.055605836,2019-10-01 09:29:23
4830,[0.34607497 0.02267183 0.6312532 ],neutral,0.32340315,2019-10-01 07:25:00
4831,[0.03064742 0.57737    0.39198261],negative,-0.5467226,2019-10-01 06:28:05
4832,[0.11578756 0.01676259 0.8674499 ],neutral,0.09902497,2019-09-30 18:12:36
4833,[0.90533835 0.00937712 0.08528445],positive,0.8959612,2019-09-30 17:24:37
4834,[0.4429913  0.01069084 0.5463179 ],neutral,0.43230045,2019-09-30 14:35:00
4835,[0.12541953 0.01207784 0.8625026 ],neutral,0.11334169,2019-09-30 14:11:08
4836,[0.9102741  0.01334013 0.07638578],positive,0.896934,2019-09-30 10:30:56
4837,[0.45099843 0.517529   0.03147251],negative,-0.066530585,2019-09-30 07:38:00
4838,[0.03804593 0.63133675 0.3306174 ],negative,-0.5932908,2019-09-29 18:24:44
4839,[0.44197398 0.00858659 0.54943943],neutral,0.4333874,2019-09-29 16:50:50
4840,[0.8681689  0.05623504 0.07559613],positive,0.8119339,2019-09-29 11:31:00
4841,[0.05987336 0.25074446 0.6893822 ],neutral,-0.1908711,2019-09-29 08:59:00
4842,[0.14970244 0.03000189 0.8202957 ],neutral,0.11970055,2019-09-28 08:32:00
4843,[0.1456373  0.01546343 0.8388993 ],neutral,0.13017388,2019-09-28 08:15:00
4844,[0.44305983 0.00939092 0.54754925],neutral,0.4336689,2019-09-27 15:46:45
4845,[0.05109496 0.8714645  0.07744057],negative,-0.82036954,2019-09-27 14:45:00
4846,[0.04251965 0.03237581 0.9251045 ],neutral,0.010143846,2019-09-27 12:25:00
4847,[0.8253019  0.00680196 0.1678961 ],positive,0.8184999,2019-09-27 12:14:17
4848,[0.0160831  0.84835964 0.13555734],negative,-0.8322765,2019-09-27 10:16:00
4849,[0.10526014 0.01147346 0.8832664 ],neutral,0.09378668,2019-09-27 09:30:02
4850,[0.5917286  0.01415522 0.39411607],positive,0.5775734,2019-09-27 05:01:00
4851,[0.0958753  0.03556571 0.868559  ],neutral,0.060309593,2019-09-27 04:36:12
4852,[0.05321574 0.48869675 0.45808747],negative,-0.435481,2019-09-26 15:49:00
4853,[0.28794283 0.20288797 0.5091692 ],neutral,0.08505486,2019-09-26 14:18:00
4854,[0.15580544 0.02499034 0.8192042 ],neutral,0.1308151,2019-09-26 12:06:36
4855,[0.10474017 0.30582142 0.5894384 ],neutral,-0.20108125,2019-09-26 12:00:00
4856,[0.4353031  0.00999545 0.55470145],neutral,0.42530763,2019-09-26 09:59:35
4857,[0.17755981 0.0264425  0.7959977 ],neutral,0.15111731,2019-09-26 06:02:57
4858,[0.0992381  0.01653195 0.88422996],neutral,0.08270615,2019-09-25 17:05:34
4859,[0.05363847 0.02454057 0.921821  ],neutral,0.029097898,2019-09-25 12:29:33
4860,[0.06121215 0.01383338 0.9249545 ],neutral,0.04737877,2019-09-25 09:54:56
4861,[0.28147176 0.0108948  0.70763344],neutral,0.27057695,2019-09-25 09:29:36
4862,[0.05142702 0.037655   0.91091794],neutral,0.013772022,2019-09-25 08:05:50
4863,[0.08435503 0.6736474  0.24199753],negative,-0.5892924,2019-09-25 07:00:00
4864,[0.03553283 0.20177223 0.76269495],neutral,-0.1662394,2019-09-24 18:53:07
4865,[0.954342   0.01658875 0.02906927],positive,0.93775326,2019-09-24 16:37:22
4866,[0.0325366  0.01963186 0.9478316 ],neutral,0.012904743,2019-09-24 14:24:35
4867,[0.7129839  0.00830706 0.27870902],positive,0.70467687,2019-09-24 14:20:26
4868,[0.886116   0.07065353 0.04323037],positive,0.81546247,2019-09-24 13:10:11
4869,[0.6410322  0.1604233  0.19854446],positive,0.48060894,2019-09-24 11:21:05
4870,[0.04851723 0.02773152 0.92375124],neutral,0.020785717,2019-09-24 10:53:04
4871,[0.09738774 0.12309188 0.77952033],neutral,-0.025704138,2019-09-24 10:09:23
4872,[0.9297607  0.01051657 0.05972267],positive,0.9192441,2019-09-24 10:06:00
4873,[0.02595556 0.03159087 0.9424536 ],neutral,-0.0056353044,2019-09-24 09:06:03
4874,[0.10429331 0.02679785 0.8689089 ],neutral,0.077495456,2019-09-24 08:39:16
4875,[0.48187163 0.01541718 0.5027112 ],neutral,0.46645445,2019-09-24 08:28:00
4876,[0.4478395  0.0090172  0.54314333],neutral,0.4388223,2019-09-24 07:00:10
4877,[0.80825293 0.00637867 0.18536846],positive,0.8018743,2019-09-24 06:42:00
4878,[0.08647311 0.1981768  0.71535003],neutral,-0.11170369,2019-09-24 06:00:34
4879,[0.05812753 0.01908848 0.9227839 ],neutral,0.039039053,2019-09-24 05:52:32
4880,[0.922242   0.02539314 0.05236487],positive,0.89684886,2019-09-24 04:33:12
4881,[0.04849126 0.04249154 0.9090172 ],neutral,0.0059997253,2019-09-24 04:09:00
4882,[0.03707559 0.03089813 0.9320263 ],neutral,0.006177468,2019-09-24 04:07:50
4883,[0.01721095 0.9217053  0.06108372],negative,-0.90449435,2019-09-24 04:01:00
4884,[0.09754465 0.01376563 0.8886897 ],neutral,0.08377902,2019-09-23 17:30:00
4885,[0.05760426 0.01219484 0.93020093],neutral,0.04540942,2019-09-23 17:20:00
4886,[0.8755158  0.00912634 0.11535785],positive,0.8663895,2019-09-23 16:51:28
4887,[0.12949584 0.00960249 0.8609017 ],neutral,0.11989335,2019-09-23 15:03:23
4888,[0.26836208 0.0222574  0.70938057],neutral,0.24610467,2019-09-23 14:15:00
4889,[0.47785994 0.00926567 0.51287436],neutral,0.46859428,2019-09-23 13:34:52
4890,[0.06200266 0.03011338 0.90788394],neutral,0.031889282,2019-09-23 13:31:06
4891,[0.05760426 0.01219484 0.93020093],neutral,0.04540942,2019-09-23 12:01:03
4892,[0.31501576 0.00781764 0.6771666 ],neutral,0.3071981,2019-09-23 12:00:06
4893,[0.46389103 0.01205112 0.52405787],neutral,0.45183992,2019-09-23 10:00:00
4894,[0.09339038 0.02652613 0.88008344],neutral,0.06686425,2019-09-23 09:51:00
4895,[0.12084809 0.12454958 0.7546024 ],neutral,-0.0037014931,2019-09-23 09:22:00
4896,[0.1585903  0.03492439 0.80648535],neutral,0.123665914,2019-09-22 08:51:06
4897,[0.2783212  0.01238316 0.70929563],neutral,0.26593804,2019-09-20 15:12:36
4898,[0.7342311  0.00739938 0.25836954],positive,0.72683173,2019-09-20 11:46:16
4899,[0.9361731  0.00914982 0.05467708],positive,0.92702323,2019-09-20 10:54:17
4900,[0.08469558 0.2825565  0.6327479 ],neutral,-0.19786093,2019-09-20 10:12:57
4901,[0.82438827 0.00656189 0.16904984],positive,0.8178264,2019-09-20 09:40:10
4902,[0.94372296 0.01827759 0.03799945],positive,0.9254454,2019-09-20 09:21:00
4903,[0.8585361  0.00791519 0.13354863],positive,0.8506209,2019-09-20 08:54:25
4904,[0.11328205 0.01305636 0.8736615 ],neutral,0.10022569,2019-09-20 06:43:28
4905,[0.46171033 0.00875388 0.5295358 ],neutral,0.45295647,2019-09-20 05:51:00
4906,[0.8344993  0.00618075 0.15931989],positive,0.82831854,2019-09-20 03:42:09
4907,[0.25122893 0.00968536 0.73908573],neutral,0.24154356,2019-09-19 19:30:40
4908,[0.7290323  0.00774985 0.2632178 ],positive,0.7212824,2019-09-19 16:00:54
4909,[0.5838204  0.00944775 0.40673187],positive,0.57437265,2019-09-19 16:00:03
4910,[0.02710967 0.4197043  0.5531861 ],neutral,-0.3925946,2019-09-19 15:00:00
4911,[0.05421259 0.01466854 0.93111885],neutral,0.039544053,2019-09-19 13:00:02
4912,[0.27536422 0.00934367 0.7152921 ],neutral,0.26602054,2019-09-19 13:00:00
4913,[0.0116381  0.9023491  0.08601274],negative,-0.890711,2019-09-19 08:46:10
4914,[0.82112604 0.00757304 0.17130093],positive,0.813553,2019-09-19 02:59:09
4915,[0.5908125  0.01015947 0.39902806],positive,0.580653,2019-09-19 02:32:28
4916,[0.38876578 0.00930101 0.6019332 ],neutral,0.37946478,2019-09-18 13:00:16
4917,[0.9232098  0.00962992 0.06716032],positive,0.9135799,2019-09-18 08:45:09
4918,[0.76439106 0.01475612 0.2208528 ],positive,0.7496349,2019-09-17 19:13:21
4919,[0.04194865 0.05493211 0.90311927],neutral,-0.0129834525,2019-09-17 14:55:39
4920,[0.06768543 0.01827731 0.9140372 ],neutral,0.049408123,2019-09-17 13:31:43
4921,[0.14142343 0.01099386 0.84758276],neutral,0.13042958,2019-09-17 12:00:43
4922,[0.16362362 0.01303058 0.82334584],neutral,0.15059304,2019-09-17 10:56:35
4923,[0.10796796 0.01238059 0.8796515 ],neutral,0.095587365,2019-09-17 10:21:00
4924,[0.63143766 0.00830921 0.36025319],positive,0.6231285,2019-09-17 04:52:16
4925,[0.2382045 0.0123992 0.7493963],neutral,0.2258053,2019-09-16 18:10:35
4926,[0.3280791  0.00844565 0.6634752 ],neutral,0.31963345,2019-09-16 17:02:31
4927,[0.9361711  0.03134628 0.03248264],positive,0.90482485,2019-09-16 15:54:00
4928,[0.40461507 0.01323141 0.5821535 ],neutral,0.39138365,2019-09-16 15:49:50
4929,[0.29722887 0.01003694 0.6927342 ],neutral,0.28719193,2019-09-16 12:43:51
4930,[0.64169145 0.0127048  0.34560373],positive,0.62898666,2019-09-16 12:34:00
4931,[0.01788918 0.6475953  0.33451554],negative,-0.6297061,2019-09-16 12:24:06
4932,[0.17912236 0.01290058 0.8079771 ],neutral,0.16622178,2019-09-16 10:59:00
4933,[0.03616336 0.8923767  0.07146   ],negative,-0.8562134,2019-09-16 09:33:18
4934,[0.78646076 0.00820735 0.20533194],positive,0.7782534,2019-09-16 06:00:00
4935,[0.42110708 0.13458519 0.4443077 ],neutral,0.2865219,2019-09-13 11:05:38
4936,[0.09927374 0.57151556 0.32921073],negative,-0.47224182,2019-09-13 10:14:23
4937,[0.6042043  0.01674281 0.37905285],positive,0.5874615,2019-09-13 10:08:00
4938,[0.06931493 0.03870946 0.89197564],neutral,0.030605469,2019-09-13 09:51:12
4939,[0.3890427  0.47185278 0.13910449],negative,-0.082810074,2019-09-13 09:30:08
4940,[0.9245043  0.02830398 0.04719169],positive,0.8962003,2019-09-13 09:18:00
4941,[0.04875161 0.10168979 0.8495586 ],neutral,-0.05293817,2019-09-13 08:41:17
4942,[0.04658694 0.02623256 0.92718047],neutral,0.02035438,2019-09-13 08:39:00
4943,[0.07515261 0.01576047 0.90908694],neutral,0.059392132,2019-09-13 08:00:12
4944,[0.6553353  0.16858143 0.17608319],positive,0.48675388,2019-09-12 17:20:54
4945,[0.06200266 0.03011338 0.90788394],neutral,0.031889282,2019-09-12 13:46:30
4946,[0.3287748  0.54888666 0.12233851],negative,-0.22011185,2019-09-12 13:06:00
4947,[0.04062558 0.86626637 0.09310815],negative,-0.8256408,2019-09-12 12:36:32
4948,[0.07659539 0.07963908 0.8437655 ],neutral,-0.0030436963,2019-09-12 12:26:14
4949,[0.06555947 0.13757406 0.7968665 ],neutral,-0.07201459,2019-09-12 12:10:51
4950,[0.17763358 0.01288239 0.809484  ],neutral,0.16475119,2019-09-12 12:00:46
4951,[0.5266391  0.03487925 0.43848166],positive,0.49175984,2019-09-12 12:00:00
4952,[0.5455256  0.38404834 0.07042609],positive,0.16147727,2019-09-12 11:45:38
4953,[0.90084225 0.02497859 0.07417911],positive,0.8758637,2019-09-12 11:05:48
4954,[0.9456018  0.01963506 0.0347631 ],positive,0.92596674,2019-09-12 10:40:49
4955,[0.07326292 0.01582115 0.9109159 ],neutral,0.057441764,2019-09-12 10:37:22
4956,[0.5523857  0.24884512 0.19876915],positive,0.3035406,2019-09-12 10:29:00
4957,[0.5873695  0.32799193 0.08463852],positive,0.25937757,2019-09-12 10:03:24
4958,[0.667331   0.16493961 0.16772942],positive,0.50239134,2019-09-12 09:58:00
4959,[0.01305072 0.91971236 0.06723697],negative,-0.9066616,2019-09-12 09:23:00
4960,[0.84941536 0.01050457 0.14008006],positive,0.8389108,2019-09-12 04:52:42
4961,[0.05321574 0.4886967  0.4580875 ],negative,-0.43548095,2019-09-11 23:44:11
4962,[0.01752554 0.9552076  0.02726682],negative,-0.93768203,2019-09-11 14:24:44
4963,[0.05573434 0.0813438  0.86292183],neutral,-0.025609456,2019-09-11 13:13:53
4964,[0.00832887 0.94963473 0.04203637],negative,-0.9413059,2019-09-11 12:14:25
4965,[0.0469645  0.06003498 0.89300054],neutral,-0.013070483,2019-09-11 11:23:00
4966,[0.01082362 0.8426098  0.14656651],negative,-0.8317862,2019-09-11 10:15:11
4967,[0.08665501 0.01943522 0.89390975],neutral,0.067219794,2019-09-11 07:00:48
4968,[0.04299701 0.0327143  0.92428875],neutral,0.0102827065,2019-09-10 20:42:00
4969,[0.77905977 0.00692009 0.21402009],positive,0.77213967,2019-09-10 18:03:00
4970,[0.04033869 0.047395   0.9122663 ],neutral,-0.007056307,2019-09-10 17:00:00
4971,[0.03979792 0.03255474 0.9276473 ],neutral,0.007243179,2019-09-10 14:22:06
4972,[0.05989755 0.01429673 0.9258057 ],neutral,0.04560082,2019-09-10 13:30:00
4973,[0.03983886 0.5772454  0.3829157 ],negative,-0.53740656,2019-09-10 13:06:00
4974,[0.09590431 0.01216389 0.89193183],neutral,0.08374042,2019-09-10 12:48:12
4975,[0.07404941 0.07618184 0.84976876],neutral,-0.0021324232,2019-09-10 12:36:00
4976,[0.01335383 0.9248624  0.06178378],negative,-0.91150856,2019-09-10 12:28:23
4977,[0.23667516 0.01234066 0.7509842 ],neutral,0.2243345,2019-09-10 12:00:23
4978,[0.86423725 0.00751202 0.12825082],positive,0.8567252,2019-09-10 10:00:00
4979,[0.6339842  0.00914451 0.35687134],positive,0.6248397,2019-09-10 01:13:15
